sample_id,river,river_label,setting,tol_multiplier,min_pairs,delta_s_over_W
398,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.330924
399,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.264846
400,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.325702
401,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.198251
402,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.243028
403,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.270236
404,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.272114
405,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.249747
406,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.298028
407,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.221957
408,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.263593
409,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.275413
410,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.29315
411,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.302023
412,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.219391
413,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.200965
414,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.327495
415,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.284954
416,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.236318
417,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.339802
418,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.275205
419,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.323068
420,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.273038
421,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.362734
422,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.34899
423,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.258797
424,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.313721
425,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.299042
426,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.331588
427,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.226578
428,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.300872
429,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.317629
430,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.190857
431,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.216753
432,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.178235
433,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.257877
434,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.302289
435,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.337606
436,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.273334
437,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.343288
438,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.207895
439,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.193348
440,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.2675
441,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.287283
442,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.268529
443,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.176965
444,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.26599
445,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.211299
446,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.300135
447,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.286497
448,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.227705
449,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.246876
450,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.222335
451,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.267179
452,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.312981
453,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.225642
454,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.292682
455,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.246138
456,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.234321
457,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.265184
458,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.223414
459,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.245086
460,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.216095
461,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.358413
462,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.271587
463,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.238512
464,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.279629
465,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.264945
466,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.260056
467,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.297638
468,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.304088
469,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.246127
470,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.244088
471,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.257623
472,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.166414
473,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.201816
474,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.331509
475,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.344024
476,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.258793
477,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.295945
478,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.284006
479,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.40855
480,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.320381
481,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.264244
482,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.227001
483,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.19771
484,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.279156
485,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.235964
486,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.205999
487,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.240904
488,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.22133
489,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.345921
490,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.309674
491,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.269641
492,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.336597
493,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.273482
494,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.231242
495,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.338541
496,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.294251
497,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.223324
498,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.261435
499,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.230597
500,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.207774
501,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.311678
502,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.355924
503,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.207064
504,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.295334
505,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.240721
506,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.248079
507,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.243342
508,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.23112
509,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.272183
510,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.232607
511,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.282171
512,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.267739
513,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.259247
514,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.22916
515,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.244045
516,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.303993
517,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.292541
518,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.22601
519,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.27447
520,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.303812
521,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.194877
522,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.294451
523,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.240182
524,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.295677
525,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.235653
526,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.18878
527,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.196761
528,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.272164
529,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.281688
530,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.229306
531,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.298737
532,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.195232
533,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.267026
534,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.215504
535,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.240667
536,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.272133
537,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.231281
538,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.252695
539,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.315283
540,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.24404
541,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.307606
542,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.219163
543,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.293841
544,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.334871
545,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.158776
546,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.23414
547,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.295968
548,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.260863
549,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.286702
550,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.242821
551,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.273897
552,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.262995
553,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.32255
554,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.281449
555,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.285192
556,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.251466
557,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.248058
558,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.250535
559,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.28775
560,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.251056
561,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.28304
562,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.363393
563,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.309201
564,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.255329
565,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.324055
566,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.251637
567,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.178284
568,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.224636
569,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.185814
570,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.254182
571,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.270829
572,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.34544
573,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.284712
574,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.26014
575,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.307323
576,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.170499
577,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.280603
578,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.304689
579,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.203464
580,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.321469
581,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.285232
582,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.251312
583,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.298475
584,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.372181
585,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.278184
586,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.28117
587,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.249329
588,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.231757
589,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.307365
590,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.231476
591,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.27322
592,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.248505
593,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.291554
594,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.285015
595,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.316689
596,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.247049
597,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.257856
598,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.225956
599,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.250007
600,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.286979
601,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.304064
602,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.228503
603,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.309132
604,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.331004
605,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.288605
606,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.354456
607,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.235179
608,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.213991
609,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.189958
610,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.337322
611,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.299446
612,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.267499
613,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.282599
614,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.219353
615,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.380059
616,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.275815
617,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.274923
618,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.302659
619,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.291645
620,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.280075
621,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.234429
622,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.291216
623,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.354691
624,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.330544
625,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.341693
626,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.246995
627,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.225468
628,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.26434
629,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.272508
630,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.319239
631,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.193839
632,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.33883
633,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.26289
634,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.25079
635,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.224455
636,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.195531
637,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.307043
638,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.273299
639,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.211952
640,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.211721
641,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.25489
642,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.345106
643,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.258318
644,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.202359
645,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.258942
646,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.257727
647,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.14864
648,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.267557
649,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.259608
650,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.301329
651,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.353203
652,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.320695
653,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.2579
654,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.220206
655,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.385801
656,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.272665
657,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.270627
658,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.268914
659,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.278914
660,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.263504
661,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.244185
662,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.245391
663,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.268526
664,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.245546
665,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.237922
666,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.274789
667,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.258526
668,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.33768
669,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.150706
670,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.319118
671,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.326074
672,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.176697
673,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.254579
674,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.253285
675,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.206662
676,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.234998
677,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.220024
678,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.348852
679,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.312106
680,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.32722
681,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.302475
682,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.219193
683,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.246397
684,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.292022
685,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.215004
686,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.302085
687,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.259185
688,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.253133
689,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.301993
690,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.289992
691,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.253757
692,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.32217
693,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.221352
694,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.297717
695,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.29669
696,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.25607
697,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.284676
698,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.2137
699,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.311581
700,regulated,Regulated (Black Warrior),Settings 1,1.0,5,0.261679
1,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.241477
2,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.312205
3,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.233305
4,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.201619
5,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.194952
6,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.29227
7,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.207381
8,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.343966
9,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.171313
10,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.341341
11,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.274496
12,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.260648
13,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.240479
14,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.282961
15,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.263306
16,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.314649
17,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.27014
18,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.271764
19,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.248637
20,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.262437
21,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.278851
22,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.188042
23,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.204332
24,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.298447
25,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.272689
26,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.256721
27,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.26583
28,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.280641
29,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.240711
30,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.229976
31,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.273813
32,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.220973
33,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.283371
34,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.188384
35,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.311312
36,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.286267
37,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.276521
38,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.309221
39,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.339946
40,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.310647
41,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.182161
42,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.207419
43,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.236883
44,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.266174
45,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.288295
46,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.232342
47,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.273405
48,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.231008
49,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.237482
50,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.2017
51,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.223455
52,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.204174
53,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.221086
54,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.312414
55,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.222277
56,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.383457
57,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.287199
58,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.273318
59,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.226374
60,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.296514
61,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.239096
62,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.27049
63,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.380204
64,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.260677
65,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.316717
66,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.233357
67,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.263426
68,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.344686
69,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.236786
70,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.34656
71,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.296849
72,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.239689
73,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.293458
74,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.308765
75,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.292981
76,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.19434
77,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.232279
78,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.253862
79,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.26165
80,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.29293
81,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.272997
82,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.20491
83,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.282109
84,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.292476
85,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.290191
86,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.313635
87,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.302526
88,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.285663
89,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.261843
90,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.190257
91,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.284333
92,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.274346
93,unregulated,Unregulated (Cahaba),Settings 1,1.0,5,0.277221
